recno,Q,Img,Name,Type,Score,delSc,Prob,zsp,zph,e_zph,Mod,Ref,gmag,rmag,zmag,Survey,Sloan,_RA,_DE,pair_ok
687,C,687,DESI-042.1475-12.1625,DC,2.0,0,0.86,,0.405,0.016,shielded,,21.2,19.39,18.47,DECaLS,Sloan,42.1475,-12.1625,True
688,C,688,DESI-042.2120-27.3537,DC,2.0,0,0.76,,0.234,0.008,shielded,,20.1,18.73,17.97,DECaLS,Sloan,42.212,-27.3537,True
689,C,689,DESI-043.3406-05.1544,DC,2.0,0,0.34,0.5834,,,shielded,,22.43,20.72,18.98,DECaLS,Sloan,43.3406,-5.1544,True
690,C,690,DESI-043.3785-12.6509,DC,2.0,0,0.87,,0.746,0.048,shielded,d,22.7,21.05,19.43,DECaLS,Sloan,43.3785,-12.6509,True
691,C,691,DESI-043.8215-16.6815,DC,2.5,1,1.0,0.5032,,,L18,,22.49,20.54,18.92,DECaLS,Sloan,43.8215,-16.6815,True
692,C,692,DESI-044.0165+00.3311,REX,2.0,0,0.25,0.6462,,,shielded,,21.47,20.34,19.29,DECaLS,Sloan,44.0165,0.3311,True
693,C,693,DESI-044.2789-16.7736,DC,2.0,0,0.41,,0.368,0.01,shielded,,19.94,18.13,17.2,DECaLS,Sloan,44.2789,-16.7736,True
694,C,694,DESI-044.3388-28.8952,DC,2.0,0,0.36,,0.939,0.108,shielded,,22.49,21.24,19.57,DECaLS,Sloan,44.3388,-28.8952,True
695,C,695,DESI-044.4764-23.3071,REX,2.5,1,0.33,,0.283,0.046,shielded,,20.43,18.72,17.59,DECaLS,Sloan,44.4764,-23.3071,True
696,C,696,DESI-044.5307-13.8106,DC,2.0,0,0.35,,0.672,0.082,L18,,22.72,21.1,19.71,DECaLS,Sloan,44.5307,-13.8106,True
697,C,697,DESI-044.7621-07.8029,DC,2.0,0,0.75,0.6841,,,shielded,,22.27,20.4,18.96,DECaLS,Sloan,44.7621,-7.8029,True
698,C,698,DESI-044.9661-38.8328,REX,2.0,0,0.41,,0.66,0.089,shielded,,21.37,20.23,19.12,DECaLS,Sloan,44.9661,-38.8328,True
699,C,699,DESI-044.9848-10.2476,REX,2.5,1,0.95,,0.433,0.027,shielded,,20.66,18.82,17.82,DECaLS,Sloan,44.9848,-10.2476,True
700,C,700,DESI-044.9857-26.8724,DC,2.0,0,1.0,,0.445,0.009,L18,g,22.33,20.56,19.59,DECaLS,Sloan,44.9857,-26.8724,True
701,C,701,DESI-045.0813+04.4270,REX,2.0,0,0.23,0.3044,,,shielded,,19.85,18.12,17.13,DECaLS,Sloan,45.0813,4.427,True
702,C,702,DESI-045.2324-10.9787,DC,2.0,0,0.95,,0.474,0.152,L18,,21.44,20.39,19.23,DECaLS,Sloan,45.2324,-10.9787,True
703,C,703,DESI-045.5432-22.6720,DC,2.5,1,1.0,,0.465,0.055,L18,,20.86,18.89,17.66,DECaLS,Sloan,45.5432,-22.672,True
704,C,704,DESI-045.8553-22.9291,DC,2.5,1,1.0,,0.531,0.038,L18,,21.6,19.86,18.65,DECaLS,Sloan,45.8553,-22.9291,True
705,C,705,DESI-045.8714+03.7781,DC,2.0,0,0.97,0.5305,,,L18,,22.12,20.4,18.76,DECaLS,Sloan,45.8714,3.7781,True
706,C,706,DESI-046.5824-13.5938,DC,2.5,1,0.86,,0.708,0.032,L18,,22.79,20.79,19.08,DECaLS,Sloan,46.5824,-13.5938,True
707,C,707,DESI-046.6654-27.6075,DC,2.5,1,1.0,,0.421,0.062,L18,g,19.82,18.29,17.34,DECaLS,Sloan,46.6654,-27.6075,True
708,C,708,DESI-046.6785-28.5384,DC,2.5,1,0.18,,0.544,0.021,L18,,20.96,19.36,18.2,DECaLS,Sloan,46.6785,-28.5384,True
709,C,709,DESI-046.7377-23.3925,DC,2.5,1,0.91,,0.555,0.042,L18,,21.43,19.62,18.42,DECaLS,Sloan,46.7377,-23.3925,True
710,C,710,DESI-046.8383-24.2794,DC,2.5,1,0.27,,0.484,0.036,shielded,,22.4,20.76,19.71,DECaLS,Sloan,46.8383,-24.2794,True
711,C,711,DESI-047.7104-21.2200,DC,2.5,1,0.61,,0.571,0.059,shielded,,20.36,19.03,17.98,DECaLS,Sloan,47.7104,-21.22,True
712,C,712,DESI-047.9174-07.5180,DC,2.0,0,0.42,0.441,,,shielded,,20.98,19.6,18.73,DECaLS,Sloan,47.9174,-7.518,True
713,C,713,DESI-048.2870-16.4246,DC,2.5,1,0.91,,0.358,0.066,L18,,20.83,19.32,18.46,DECaLS,Sloan,48.287,-16.4246,True
714,C,714,DESI-048.6940-13.7434,DC,2.5,1,0.77,0.6225,,,shielded,,22.29,20.75,19.19,DECaLS,Sloan,48.694,-13.7434,True
715,C,715,DESI-048.8942-27.2465,DC,2.0,0,0.5,,0.633,0.084,L18,,21.62,20.33,19.16,DECaLS,Sloan,48.8942,-27.2465,True
716,C,716,DESI-049.0800-28.8885,DC,2.5,1,0.68,,0.426,0.01,L18,,20.9,18.98,18.0,DECaLS,Sloan,49.08,-28.8885,True
717,C,717,DESI-049.1543-26.8148,DC,2.0,0,0.44,,0.69,0.036,shielded,,22.6,20.92,19.42,DECaLS,Sloan,49.1543,-26.8148,True
718,C,718,DESI-049.2052-18.0014,DC,2.0,0,0.8,,0.208,0.047,shielded,,20.34,19.22,18.53,DECaLS,Sloan,49.2052,-18.0014,True
719,C,719,DESI-049.3327-30.1661,DC,2.5,1,0.94,,0.523,0.017,L18,,20.6,18.68,17.47,DECaLS,Sloan,49.3327,-30.1661,True
720,C,720,DESI-049.3356-26.6664,DC,2.0,0,1.0,,0.31,0.012,L18,,19.99,18.42,17.57,DECaLS,Sloan,49.3356,-26.6664,True
721,C,721,DESI-049.4146-27.3320,REX,2.0,2,0.1,,0.501,0.172,shielded,,20.94,20.05,19.26,DECaLS,Sloan,49.4146,-27.332,True
722,C,722,DESI-049.4239-21.3050,DC,2.5,1,0.97,,0.475,0.011,shielded,d,20.66,18.77,17.67,DECaLS,Sloan,49.4239,-21.305,True
723,C,723,DESI-049.7786-27.6615,DC,2.5,1,1.0,,0.678,0.079,L18,,21.68,20.46,19.23,DECaLS,Sloan,49.7786,-27.6615,True
724,C,724,DESI-049.7855-07.5011,DC,2.5,1,1.0,0.4757,,,L18,,20.84,19.09,18.05,DECaLS,Sloan,49.7855,-7.5011,True
725,C,725,DESI-049.9132-21.1511,DC,2.5,1,0.65,,0.628,0.026,shielded,,21.66,20.03,18.69,DECaLS,Sloan,49.9132,-21.1511,True
726,C,726,DESI-050.1173-29.0147,DC,2.0,2,0.77,,0.74,0.064,shielded,,21.64,20.24,18.78,DECaLS,Sloan,50.1173,-29.0147,True
727,C,727,DESI-050.2069-21.4455,DC,2.0,0,0.52,,0.7,0.018,shielded,,22.85,20.84,19.21,DECaLS,Sloan,50.2069,-21.4455,True
728,C,728,DESI-050.3265-22.2543,DC,2.5,1,0.27,,0.535,0.046,shielded,,22.46,20.71,19.52,DECaLS,Sloan,50.3265,-22.2543,True
729,C,729,DESI-051.0021-27.1917,DC,2.0,0,0.99,,0.704,0.039,L18,,22.03,20.44,18.94,DECaLS,Sloan,51.0021,-27.1917,True
730,C,730,DESI-051.2450-11.5876,DC,2.5,1,1.0,,0.424,0.045,L18,,21.44,19.64,18.59,DECaLS,Sloan,51.245,-11.5876,True
731,C,731,DESI-051.4779-17.1685,REX,2.0,0,0.83,,0.867,0.122,L18,,21.91,21.12,19.87,DECaLS,Sloan,51.4779,-17.1685,True
732,C,732,DESI-051.5965-25.8119,REX,2.0,2,0.37,,0.713,0.036,shielded,,21.25,20.36,19.47,DECaLS,Sloan,51.5965,-25.8119,True
733,C,733,DESI-051.6476-25.0483,DC,2.5,1,0.31,,0.668,0.056,shielded,,22.59,20.78,19.26,DECaLS,Sloan,51.6476,-25.0483,True
734,C,734,DESI-051.7081-00.7311,DC,2.5,1,0.86,0.1742,,,L18,,19.43,17.89,16.8,DECaLS,Sloan,51.7081,-0.7311,True
735,C,735,DESI-052.0458-31.5770,DC,2.0,0,0.76,,0.641,0.059,shielded,,21.57,20.22,19.0,DECaLS,Sloan,52.0458,-31.577,True
736,C,736,DESI-052.3736-18.6378,DC,2.0,0,0.16,,0.636,0.016,L18,,22.1,20.19,18.66,DECaLS,Sloan,52.3736,-18.6378,True
737,C,737,DESI-052.4307-32.1849,REX,2.0,0,0.23,,0.816,0.074,L18,,22.38,21.18,19.71,DECaLS,Sloan,52.4307,-32.1849,True
738,C,738,DESI-052.5899+00.6691,DC,2.5,1,0.34,0.492,,,L18,,21.25,19.29,18.1,DECaLS,Sloan,52.5899,0.6691,True
739,C,739,DESI-052.6889-29.4983,REX,2.0,0,0.85,,0.645,0.086,shielded,,24.31,21.96,19.61,DECaLS,Sloan,52.6889,-29.4983,True
740,C,740,DESI-052.7565-09.4508,DC,2.0,0,0.97,,0.86,0.053,L18,,23.35,21.34,19.27,DECaLS,Sloan,52.7565,-9.4508,True
741,C,741,DESI-052.9149-18.2136,REX,2.0,0,0.5,,0.334,0.036,shielded,,19.73,18.11,17.21,DECaLS,Sloan,52.9149,-18.2136,True
742,C,742,DESI-053.1504-39.1976,REX,2.5,1,0.14,,0.532,0.082,shielded,,21.06,19.81,18.86,DECaLS,Sloan,53.1504,-39.1976,True
743,C,743,DESI-053.7471-26.5755,DC,2.0,0,0.44,,0.332,0.008,shielded,d,19.74,18.06,17.19,DECaLS,Sloan,53.7471,-26.5755,True
744,C,744,DESI-053.9519-29.9771,DC,2.0,0,0.99,,0.318,0.01,L18,,20.2,18.6,17.72,DECaLS,Sloan,53.9519,-29.9771,True
745,C,745,DESI-054.1741-20.3531,DC,2.5,1,0.55,,0.597,0.013,L18,d,21.67,19.76,18.34,DECaLS,Sloan,54.1741,-20.3531,True
746,C,746,DESI-054.2674-04.8785,REX,2.5,1,0.17,,0.386,0.033,shielded,,21.73,19.95,19.03,DECaLS,Sloan,54.2674,-4.8785,True
747,C,747,DESI-054.4002-15.7893,REX,2.0,0,0.63,,0.41,0.075,shielded,,20.7,19.27,18.36,DECaLS,Sloan,54.4002,-15.7893,True
748,C,748,DESI-054.4115-21.0294,DC,2.5,1,0.83,,0.782,0.05,shielded,,21.51,20.51,19.19,DECaLS,Sloan,54.4115,-21.0294,True
749,C,749,DESI-054.6271-05.6708,DC,2.0,0,0.69,0.6146,,,L18,,20.93,19.81,18.63,DECaLS,Sloan,54.6271,-5.6708,True
750,C,750,DESI-054.6308-24.6332,DC,2.0,0,0.83,,0.582,0.021,L18,,22.79,20.85,19.51,DECaLS,Sloan,54.6308,-24.6332,True
751,C,751,DESI-054.7432-28.2190,REX,2.5,1,0.35,,0.422,0.077,shielded,,21.69,20.06,19.18,DECaLS,Sloan,54.7432,-28.219,True
752,C,752,DESI-054.7788-12.2879,REX,2.0,0,0.92,0.3747,,,shielded,,21.69,20.55,19.86,DECaLS,Sloan,54.7788,-12.2879,True
753,C,753,DESI-054.8226-38.9498,REX,2.0,0,0.99,,0.715,0.044,shielded,,23.27,21.53,19.98,DECaLS,Sloan,54.8226,-38.9498,True
754,C,754,DESI-055.0105-27.3081,DC,2.5,1,0.89,,0.761,0.066,L18,,23.71,21.25,19.24,DECaLS,Sloan,55.0105,-27.3081,True
755,C,755,DESI-055.4130-13.4363,REX,2.0,0,0.78,,0.79,0.142,shielded,,21.78,20.74,19.34,DECaLS,Sloan,55.413,-13.4363,True
756,C,756,DESI-055.4365-31.6484,DC,2.5,1,0.92,,0.796,0.047,L18,,21.24,20.37,19.21,DECaLS,Sloan,55.4365,-31.6484,True
757,C,757,DESI-055.6364-20.0025,DC,2.0,0,0.27,,0.65,0.049,L18,,21.77,20.24,18.85,DECaLS,Sloan,55.6364,-20.0025,True
758,C,758,DESI-055.7686-10.8819,DC,2.5,1,0.23,,0.583,0.023,L18,,22.5,20.55,19.16,DECaLS,Sloan,55.7686,-10.8819,True
759,C,759,DESI-055.8961-29.9218,DC,2.0,0,0.2,,0.409,0.054,L18,,22.09,20.43,19.42,DECaLS,Sloan,55.8961,-29.9218,True
760,C,760,DESI-056.3743-33.2010,REX,2.0,2,0.49,,0.879,0.102,shielded,,21.52,20.51,19.14,DECaLS,Sloan,56.3743,-33.201,True
761,C,761,DESI-056.4484-30.3933,DC,2.5,1,0.87,,0.455,0.049,L18,,20.16,18.47,17.37,DECaLS,Sloan,56.4484,-30.3933,True
762,C,762,DESI-056.5384-26.4042,DC,2.0,0,0.88,,0.601,0.053,L18,,21.89,20.41,19.26,DECaLS,Sloan,56.5384,-26.4042,True
763,C,763,DESI-056.5861-09.6696,REX,2.0,2,0.9,,0.699,0.045,shielded,,21.52,20.33,19.11,DECaLS,Sloan,56.5861,-9.6696,True
764,C,764,DESI-056.6788-09.2313,DC,2.5,1,0.99,,0.427,0.021,L18,,20.17,18.31,17.27,DECaLS,Sloan,56.6788,-9.2313,True
765,C,765,DESI-056.8707-25.7853,DC,2.0,0,0.12,,0.611,0.028,L18,,21.62,19.93,18.57,DECaLS,Sloan,56.8707,-25.7853,True
766,C,766,DESI-056.8839-20.4636,DC,2.0,0,0.39,,0.298,0.01,L18,,19.15,17.53,16.66,DECaLS,Sloan,56.8839,-20.4636,True
767,C,767,DESI-057.0469-25.5083,REX,2.0,0,0.13,,0.654,0.075,shielded,,21.17,20.15,19.28,DECaLS,Sloan,57.0469,-25.5083,True
768,C,768,DESI-057.2082-22.3314,DC,2.0,0,0.87,,0.499,0.031,L18,,22.15,20.33,19.26,DECaLS,Sloan,57.2082,-22.3314,True
769,C,769,DESI-057.3298-26.9437,DC,2.0,0,0.4,,0.69,0.127,L18,,22.25,20.91,19.68,DECaLS,Sloan,57.3298,-26.9437,True
770,C,770,DESI-057.4192-19.9070,REX,2.0,0,0.29,,0.824,0.127,shielded,,21.95,21.16,19.75,DECaLS,Sloan,57.4192,-19.907,True
771,C,771,DESI-057.7531-19.8013,DC,2.5,1,0.32,,0.681,0.03,L18,,22.24,20.33,18.7,DECaLS,Sloan,57.7531,-19.8013,True
772,C,772,DESI-057.8307-15.1796,DC,2.0,0,0.46,,0.455,0.022,L18,,21.63,19.83,18.81,DECaLS,Sloan,57.8307,-15.1796,True
773,C,773,DESI-057.9593-22.2418,REX,2.0,0,0.97,,0.753,0.05,shielded,,21.45,20.21,18.85,DECaLS,Sloan,57.9593,-22.2418,True
774,C,774,DESI-058.1777-19.3799,DC,2.5,1,0.95,,0.631,0.04,L18,,22.6,20.98,19.63,DECaLS,Sloan,58.1777,-19.3799,True
775,C,775,DESI-058.3477-30.5941,REX,2.5,1,0.51,,0.867,0.056,shielded,,21.71,20.99,19.72,DECaLS,Sloan,58.3477,-30.5941,True
776,C,776,DESI-058.3547-02.8941,DC,2.0,0,0.82,,0.483,0.027,L18,,21.45,19.61,18.46,DECaLS,Sloan,58.3547,-2.8941,True
777,C,777,DESI-059.9626-26.5819,DC,2.5,1,0.36,,0.276,0.03,shielded,,20.71,19.32,18.44,DECaLS,Sloan,59.9626,-26.5819,True
778,C,778,DESI-060.0000-27.7231,DC,2.0,0,0.7,,0.7,0.052,shielded,,22.56,20.86,19.31,DECaLS,Sloan,60.0,-27.7231,True
779,C,779,DESI-060.1170-15.1166,DC,2.5,1,0.12,,0.355,0.033,L18,,21.14,19.57,18.7,DECaLS,Sloan,60.117,-15.1166,True
780,C,780,DESI-060.5532-27.5316,REX,2.0,0,0.17,,0.454,0.077,shielded,,21.29,19.67,18.53,DECaLS,Sloan,60.5532,-27.5316,True
781,C,781,DESI-060.5576-32.2606,DC,2.0,0,0.24,,0.912,0.063,L18,,23.31,21.57,19.57,DECaLS,Sloan,60.5576,-32.2606,True
782,C,782,DESI-060.6043-22.0993,DC,2.5,1,0.15,,0.804,0.063,L18,,22.84,21.37,19.72,DECaLS,Sloan,60.6043,-22.0993,True
783,C,783,DESI-060.7510-18.9797,DC,2.0,0,0.14,,0.238,0.013,L18,,19.53,18.11,17.34,DECaLS,Sloan,60.751,-18.9797,True
784,C,784,DESI-060.7611-18.5019,DC,2.0,0,0.97,,0.731,0.097,L18,,23.76,21.19,19.12,DECaLS,Sloan,60.7611,-18.5019,True
785,C,785,DESI-061.0473-16.8863,DC,2.0,0,0.21,,0.649,0.03,L18,,21.31,19.92,18.64,DECaLS,Sloan,61.0473,-16.8863,True
786,C,786,DESI-061.1937-08.7636,DC,2.5,1,0.48,,0.466,0.15,L18,,22.35,20.6,19.65,DECaLS,Sloan,61.1937,-8.7636,True
787,C,787,DESI-061.3000-15.6132,DC,2.5,1,0.99,,0.426,0.026,L18,,21.54,19.71,18.69,DECaLS,Sloan,61.3,-15.6132,True
788,C,788,DESI-061.3613-25.6735,DC,2.5,1,0.96,,0.28,0.01,L18,,19.36,17.81,16.96,DECaLS,Sloan,61.3613,-25.6735,True
789,C,789,DESI-061.5534-22.9034,DC,2.5,1,0.69,,0.802,0.021,shielded,,22.99,20.93,19.02,DECaLS,Sloan,61.5534,-22.9034,True
790,C,790,DESI-061.6860-14.6132,DC,2.5,1,0.12,,0.437,0.014,L18,,21.07,19.23,18.25,DECaLS,Sloan,61.686,-14.6132,True
791,C,791,DESI-061.9786-31.8631,DC,2.0,2,0.81,,0.953,0.087,L18,,22.66,21.3,19.45,DECaLS,Sloan,61.9786,-31.8631,True
792,C,792,DESI-062.2880-32.0960,DC,2.5,1,0.83,,0.385,0.021,L18,,22.21,20.51,19.68,DECaLS,Sloan,62.288,-32.096,True
793,C,793,DESI-062.3942-31.5637,DC,2.0,0,0.23,,0.869,0.041,L18,,23.79,21.7,19.77,DECaLS,Sloan,62.3942,-31.5637,True
794,C,794,DESI-062.4692-32.1910,DC,2.0,0,0.29,,0.614,0.023,L18,,21.95,20.15,18.75,DECaLS,Sloan,62.4692,-32.191,True
795,C,795,DESI-062.5854-03.6132,DC,2.5,1,0.6,,0.696,0.049,shielded,,21.42,19.56,17.91,DECaLS,Sloan,62.5854,-3.6132,True
796,C,796,DESI-062.6288-14.8934,DC,2.5,1,0.99,,0.568,0.044,L18,a,21.32,19.79,18.64,DECaLS,Sloan,62.6288,-14.8934,True
797,C,797,DESI-062.6611-19.4171,DC,2.5,1,0.91,,0.556,0.09,L18,,21.29,19.84,18.59,DECaLS,Sloan,62.6611,-19.4171,True
798,C,798,DESI-063.2031-01.8160,DC,2.5,1,0.8,,0.296,0.021,L18,,19.44,17.73,16.7,DECaLS,Sloan,63.2031,-1.816,True
799,C,799,DESI-063.2873-35.0175,REX,2.0,2,0.14,,0.769,0.033,L18,,22.07,20.87,19.46,DECaLS,Sloan,63.2873,-35.0175,True
800,C,800,DESI-063.4434-29.6321,DC,2.0,0,0.44,,0.873,0.08,L18,,24.12,21.77,19.82,DECaLS,Sloan,63.4434,-29.6321,True
801,C,801,DESI-064.0540-30.3893,REX,2.5,1,1.0,,0.627,0.06,L18,,21.08,19.82,18.65,DECaLS,Sloan,64.054,-30.3893,True
802,C,802,DESI-064.1560-20.0800,DC,2.0,0,0.79,,0.404,0.052,L18,,21.06,19.52,18.6,DECaLS,Sloan,64.156,-20.08,True
803,C,803,DESI-064.5125-19.1295,DC,2.0,0,0.81,,0.476,0.022,L18,,22.09,20.12,19.0,DECaLS,Sloan,64.5125,-19.1295,True
804,C,804,DESI-064.5883-31.2553,DC,2.5,1,0.99,,0.514,0.019,L18,,20.76,19.08,17.94,DECaLS,Sloan,64.5883,-31.2553,True
805,C,805,DESI-064.6062-24.9971,DC,2.0,0,0.11,,0.324,0.051,L18,,21.07,19.74,18.92,DECaLS,Sloan,64.6062,-24.9971,True
806,C,806,DESI-064.8599-09.5649,DC,2.0,0,0.61,,0.574,0.032,L18,,22.43,20.51,19.13,DECaLS,Sloan,64.8599,-9.5649,True
807,C,807,DESI-064.8752-37.1532,REX,2.0,0,0.15,,0.366,0.041,shielded,,20.53,19.36,18.67,DECaLS,Sloan,64.8752,-37.1532,True
808,C,808,DESI-065.1328-21.1219,DC,2.0,0,0.3,,0.694,0.027,shielded,,23.56,21.56,19.99,DECaLS,Sloan,65.1328,-21.1219,True
809,C,809,DESI-065.2204-24.1023,DC,2.5,1,0.25,,0.592,0.094,L18,,22.33,20.71,19.44,DECaLS,Sloan,65.2204,-24.1023,True
810,C,810,DESI-065.2768-20.9997,DC,2.0,0,0.67,,0.812,0.046,L18,,22.72,21.23,19.51,DECaLS,Sloan,65.2768,-20.9997,True
811,C,811,DESI-065.4182-22.9294,DC,2.0,0,0.16,,0.62,0.03,L18,,21.37,19.88,18.6,DECaLS,Sloan,65.4182,-22.9294,True
812,C,812,DESI-065.4574-11.0477,DC,2.5,1,0.96,,0.576,0.032,L18,,21.57,19.85,18.62,DECaLS,Sloan,65.4574,-11.0477,True
813,C,813,DESI-065.5424-29.0529,REX,2.0,0,0.14,,0.505,0.168,shielded,,20.57,19.53,18.67,DECaLS,Sloan,65.5424,-29.0529,True
814,C,814,DESI-065.5591-28.8002,DC,2.5,1,0.19,,0.416,0.051,L18,,21.41,19.5,18.38,DECaLS,Sloan,65.5591,-28.8002,True
815,C,815,DESI-065.6339-26.1299,DC,2.5,1,0.11,,0.773,0.016,L18,,22.41,20.44,18.58,DECaLS,Sloan,65.6339,-26.1299,True
816,C,816,DESI-065.7967-01.3515,DC,2.5,1,0.37,,0.387,0.021,L18,,20.3,18.46,17.4,DECaLS,Sloan,65.7967,-1.3515,True
817,C,817,DESI-065.8473-03.3572,DC,2.0,2,0.88,,0.603,0.008,L18,,21.52,19.61,18.14,DECaLS,Sloan,65.8473,-3.3572,True
818,C,818,DESI-066.5255-13.2436,DC,2.0,0,1.0,,0.749,0.054,L18,,21.93,20.52,19.06,DECaLS,Sloan,66.5255,-13.2436,True
819,C,819,DESI-067.6651-25.8495,DC,2.5,1,0.93,,0.596,0.101,L18,,21.38,20.19,19.21,DECaLS,Sloan,67.6651,-25.8495,True
820,C,820,DESI-067.8196-31.4630,DC,2.5,1,0.3,,0.489,0.057,L18,,22.71,20.91,19.88,DECaLS,Sloan,67.8196,-31.463,True
821,C,821,DESI-068.1022-20.0038,DC,2.5,1,1.0,,0.555,0.009,L18,,21.49,19.63,18.34,DECaLS,Sloan,68.1022,-20.0038,True
822,C,822,DESI-068.8475-22.0006,REX,2.5,1,0.45,,0.712,0.047,shielded,,21.4,20.48,19.57,DECaLS,Sloan,68.8475,-22.0006,True
823,C,823,DESI-068.9055-25.3337,DC,2.5,1,0.81,,0.544,0.053,L18,a,20.98,19.33,18.08,DECaLS,Sloan,68.9055,-25.3337,True
824,C,824,DESI-068.9980-21.6384,DC,2.0,0,0.11,,0.517,0.035,L18,,20.94,19.46,18.43,DECaLS,Sloan,68.998,-21.6384,True
825,C,825,DESI-069.3619-23.0974,DC,2.0,0,0.13,,0.384,0.027,L18,,21.56,19.83,18.91,DECaLS,Sloan,69.3619,-23.0974,True
826,C,826,DESI-069.5641-32.3475,DC,2.5,1,0.97,,0.506,0.017,L18,,20.78,18.99,17.84,DECaLS,Sloan,69.5641,-32.3475,True
827,C,827,DESI-069.6110-27.1239,DC,2.5,1,0.83,,0.757,0.031,shielded,,23.47,21.31,19.52,DECaLS,Sloan,69.611,-27.1239,True
828,C,828,DESI-069.6660-28.5525,DC,2.0,0,0.71,,0.592,0.024,L18,,20.99,19.51,18.3,DECaLS,Sloan,69.666,-28.5525,True
829,C,829,DESI-070.0841-06.3394,DC,2.5,1,0.14,0.1599,,,L18,,18.69,17.38,16.51,DECaLS,Sloan,70.0841,-6.3394,True
830,C,830,DESI-070.1117-24.5699,DC,2.5,1,0.25,,0.672,0.221,shielded,,23.25,21.14,19.4,DECaLS,Sloan,70.1117,-24.5699,True
831,C,831,DESI-070.2650-27.0995,REX,2.0,0,0.13,,0.389,0.127,shielded,,19.55,17.94,17.05,DECaLS,Sloan,70.265,-27.0995,True
832,C,832,DESI-070.8793-32.1335,DC,2.5,1,0.28,,0.317,0.068,L18,,19.87,18.57,17.75,DECaLS,Sloan,70.8793,-32.1335,True
833,C,833,DESI-071.3350-22.0787,DC,2.0,0,0.97,,0.434,0.026,L18,,19.55,17.72,16.66,DECaLS,Sloan,71.335,-22.0787,True
834,C,834,DESI-071.5515-28.6470,REX,2.5,1,0.2,,0.81,0.12,shielded,,22.19,21.25,19.96,DECaLS,Sloan,71.5515,-28.647,True
835,C,835,DESI-071.9694-29.1854,DC,2.0,0,0.9,,0.552,0.059,L18,,20.81,19.46,18.4,DECaLS,Sloan,71.9694,-29.1854,True
836,C,836,DESI-072.0873-19.4173,DC,2.5,1,0.5,,1.021,0.061,L18,,23.38,21.4,19.22,DECaLS,Sloan,72.0873,-19.4173,True
837,C,837,DESI-072.1089-29.1347,DC,2.0,0,0.28,,0.341,0.059,L18,,20.89,19.35,18.56,DECaLS,Sloan,72.1089,-29.1347,True
838,C,838,DESI-072.1777-05.0516,DC,2.5,1,0.22,0.2951,,,L18,,19.83,18.25,17.42,DECaLS,Sloan,72.1777,-5.0516,True
839,C,839,DESI-072.8336-18.7814,DC,2.5,1,0.43,,0.601,0.032,L18,,22.14,20.4,19.04,DECaLS,Sloan,72.8336,-18.7814,True
840,C,840,DESI-072.8845-01.0118,DC,2.5,1,0.88,0.6166,,,L18,,21.28,20.23,19.11,DECaLS,Sloan,72.8845,-1.0118,True
841,C,841,DESI-072.9124-08.0276,DC,2.0,0,0.29,,0.72,0.07,shielded,,21.98,20.68,19.24,DECaLS,Sloan,72.9124,-8.0276,True
842,C,842,DESI-073.5270-24.5988,DC,2.0,0,0.72,,0.793,0.057,shielded,,22.77,21.39,19.78,DECaLS,Sloan,73.527,-24.5988,True
843,C,843,DESI-073.6913-29.8156,DC,2.0,0,0.22,,0.69,0.026,L18,,22.41,20.34,18.72,DECaLS,Sloan,73.6913,-29.8156,True
844,C,844,DESI-074.2036-00.8212,DC,2.5,1,0.49,0.6326,,,L18,,23.45,21.61,19.63,DECaLS,Sloan,74.2036,-0.8212,True
845,C,845,DESI-074.3280-04.4293,DC,2.0,0,1.0,0.7333,,,L18,,21.99,20.57,19.1,DECaLS,Sloan,74.328,-4.4293,True
846,C,846,DESI-074.4224-18.7934,DC,2.0,0,0.48,,0.671,0.03,shielded,,22.73,20.83,19.26,DECaLS,Sloan,74.4224,-18.7934,True
847,C,847,DESI-074.4853-23.1579,DC,2.0,0,0.34,,0.549,0.031,L18,,21.79,19.97,18.71,DECaLS,Sloan,74.4853,-23.1579,True
848,C,848,DESI-074.6542-27.1065,DC,2.0,0,0.52,,0.558,0.024,L18,,21.77,19.99,18.72,DECaLS,Sloan,74.6542,-27.1065,True
849,C,849,DESI-075.3911-03.2937,DC,2.0,0,0.25,,0.77,0.065,L18,,22.4,21.01,19.38,DECaLS,Sloan,75.3911,-3.2937,True
850,C,850,DESI-075.4100-18.6007,DC,2.0,0,0.58,,0.279,0.011,L18,,20.03,18.49,17.67,DECaLS,Sloan,75.41,-18.6007,True
851,C,851,DESI-075.5665-31.0876,DC,2.0,0,0.92,,0.765,0.023,L18,,22.73,20.66,18.87,DECaLS,Sloan,75.5665,-31.0876,True
852,C,852,DESI-075.9545-26.6809,REX,2.0,0,0.1,,0.65,0.05,L18,,21.22,20.12,19.13,DECaLS,Sloan,75.9545,-26.6809,True
853,C,853,DESI-076.3503-24.3444,DC,2.0,0,0.58,,0.781,0.101,shielded,,21.28,20.24,18.77,DECaLS,Sloan,76.3503,-24.3444,True
854,C,854,DESI-076.4074-36.0651,REX,2.5,1,0.54,,0.59,0.059,shielded,,20.92,19.86,18.93,DECaLS,Sloan,76.4074,-36.0651,True
855,C,855,DESI-076.7517-25.6907,REX,2.0,0,0.61,,0.624,0.03,shielded,,20.84,19.62,18.55,DECaLS,Sloan,76.7517,-25.6907,True
